,Gene,Pathway
1,pst:PSPTO_2136,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2136,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2136,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2136,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2136,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4800,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4800,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4800,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4800,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3494,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3494,Inositol phosphate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3494,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3494,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3494,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3047,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3047,Inositol phosphate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3047,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3047,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3047,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5057,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5057,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5069,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5069,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5069,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5069,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1450,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1450,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0730,Degradation of aromatic compounds - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0757,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0757,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2268,Biosynthesis of unsaturated fatty acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5489,Biosynthesis of unsaturated fatty acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4660,Biosynthesis of unsaturated fatty acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2632,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2632,Selenocompound metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2632,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2632,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2632,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2943,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2943,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0257,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0257,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1825,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3550,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3550,Styrene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3550,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3550,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5586,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5586,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1215,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1215,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0258,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0258,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0258,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0258,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0258,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0258,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3048,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3048,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3002,Pentose and glucuronate interconversions - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3002,Fructose and mannose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3002,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5294,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5294,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2702,Pentose and glucuronate interconversions - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2702,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Glutathione metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3122,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4448,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4448,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2782,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2782,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2782,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2782,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1178,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Galactose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1289,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0783,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0783,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2453,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2453,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2453,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2453,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0272,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0272,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0272,Sulfur relay system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1423,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1423,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1423,Sulfur relay system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3564,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1880,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1880,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2022,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2022,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2022,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2022,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1288,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1288,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1288,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1288,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3827,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3827,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4651,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4651,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4651,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2863,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2863,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2863,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2654,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2654,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2654,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3660,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3660,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3660,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2655,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2655,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2655,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2656,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2656,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2656,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2862,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2862,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2862,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4652,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4652,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4652,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4650,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4650,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4650,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5041,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5041,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4549,Ascorbate and aldarate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4549,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2346,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2346,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2346,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2346,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3553,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3553,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3553,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3553,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2637,Pentose and glucuronate interconversions - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2637,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3007,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3007,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5074,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5074,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Styrene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2421,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Styrene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4526,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2911,Ascorbate and aldarate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2911,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3163,Geraniol degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,beta-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Limonene and pinene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Caprolactam degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3163,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2719,Geraniol degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,beta-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Limonene and pinene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Caprolactam degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2719,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2065,Geraniol degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Phenylalanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,beta-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Limonene and pinene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Caprolactam degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2065,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2179,Galactose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2179,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2179,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0983,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0983,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3554,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3554,Styrene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3554,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
